komentar,tokens,cleaned
"bentuk dan ukuran: pass warna: cakepp dapett free kaos kaki jugaa, next beli warna lainn","['bentuk', 'ukur', 'pass', 'warna', 'cakepp', 'dapett', 'free', 'kaos', 'kaki', 'jugaa', 'next', 'beli', 'warna', 'lainn']",bentuk ukur pass warna cakepp dapett free kaos kaki jugaa next beli warna lainn
"barang nya kereenn plus dikasih bonus dan pengantar nya cepet,, saya suka","['barang', 'kereenn', 'plus', 'kasih', 'bonus', 'antar', 'cepet', 'suka']",barang kereenn plus kasih bonus antar cepet suka
terimakasih banyak kk adek saya suka banget sama sepatunya..buat kalian yang mau co jgn ragu beli disini tokonya amanah..,"['terimakasih', 'kk', 'adek', 'suka', 'banget', 'sepatu buat', 'co', 'jgn', 'ragu', 'beli', 'toko', 'amanah']",terimakasih kk adek suka banget sepatu buat co jgn ragu beli toko amanah
bentuk dan ukuran: sesuai dengan aku yang suka hideung,"['bentuk', 'ukur', 'sesuai', 'suka', 'hideung']",bentuk ukur sesuai suka hideung
buagussss harga cocok banget nggk nyesel kirain harga segitu jelek😁,"['buagussss', 'harga', 'cocok', 'banget', 'nggk', 'nyesel', 'kirain', 'harga', 'segitu', 'jelek']",buagussss harga cocok banget nggk nyesel kirain harga segitu jelek
"mantap ini benar spatu lari, saya tes pakai feel nya empuk, cocok utk yang saya yang gemuk","['mantap', 'spatu', 'lari', 'tes', 'pakai', 'feel', 'empuk', 'cocok', 'utk', 'gemuk']",mantap spatu lari tes pakai feel empuk cocok utk gemuk
"keren dapet kos kaki sama tas nya jugaa,sesuai sama poto 🌹🌹","['keren', 'dapet', 'kos', 'kaki', 'tas', 'jugaa sesuai', 'poto', '']",keren dapet kos kaki tas jugaa sesuai poto 
tidak bisa di nilai dengan kata kata inimah wkwk,"['nilai', 'inimah', 'wkwk']",nilai inimah wkwk
"mantap, ukuran pas sesuai dengan yang di pesan","['mantap', 'ukur', 'pas', 'sesuai', 'pesan']",mantap ukur pas sesuai pesan
"gaya nya cukup bagus,warna sesuai keinginan, ukuran pas tidak salah,,","['gaya', 'bagus warna', 'sesuai', 'ingin', 'ukur', 'pas', 'salah']",gaya bagus warna sesuai ingin ukur pas salah
agak kecewa soalnya warna tapi nyaman empuk👍🏻,"['kecewa', 'warna', 'nyaman', 'empuk']",kecewa warna nyaman empuk
"alhamdulillah sudah sampai , bagus sekali .. makasih sudah dinkasih bonus kaos kaki + tas buat sepatu.. kurirnya baik lagi 🫰🏻🫰🏻🥰🥰","['alhamdulillah', '', 'bagus', '', 'makasih', 'dinkasih', 'bonus', 'kaos', 'kaki', '', 'tas', 'sepatu', 'kurir', '']",alhamdulillah  bagus  makasih dinkasih bonus kaos kaki  tas sepatu kurir 
alhamdulillah sesuai dengan pesanan. kurirnya ramah👍,"['alhamdulillah', 'sesuai', 'pesan', 'kurir', 'ramah']",alhamdulillah sesuai pesan kurir ramah
"bagus sesuai expectacy,sesuai harga","['bagus', 'sesuai', 'expectacy sesuai', 'harga']",bagus sesuai expectacy sesuai harga
paket nya dtng sesuai dengan yang di gambar the best pokoknya 👍🏻,"['paket', 'dtng', 'sesuai', 'gambar', 'the', 'best', 'pokok', '']",paket dtng sesuai gambar the best pokok 
tidak nyesel beli nya cantik👍👍,"['nyesel', 'beli', 'cantik']",nyesel beli cantik
barang sudah sampai sesuai ekspektasi👌,"['barang', 'sesuai', 'ekspektasi']",barang sesuai ekspektasi
barang nyo sudah sampai dan memuaskan👍👍,"['barang', 'nyo', 'muas']",barang nyo muas
"alhamdulillah barang cepat datang , sepatunya keren & kurir nya ramah semoga sepatu nya awet👍","['alhamdulillah', 'barang', 'cepat', '', 'sepatu', 'keren', '', 'kurir', 'ramah', 'moga', 'sepatu', 'awet']",alhamdulillah barang cepat  sepatu keren  kurir ramah moga sepatu awet
sepatunya sudah datang barang sesuai expectasi,"['sepatu', 'barang', 'sesuai', 'expectasi']",sepatu barang sesuai expectasi
bahan enak empuk,"['bahan', 'empuk']",bahan empuk
bentuk dan ukuran: pas aroma: bau lem daya tahan pakai: belum dicoba untuk bahan oke untuk harga segitu mantap..,"['bentuk', 'ukur', 'pas', 'aroma', 'bau', 'lem', 'daya', 'tahan', 'pakai', 'coba', 'bahan', 'oke', 'harga', 'segitu', 'mantap']",bentuk ukur pas aroma bau lem daya tahan pakai coba bahan oke harga segitu mantap
barang bagus aroma: bau lemnya agak menyengat bentuk dan ukuran: sesuai untuk lem belum tau kuat apa tidak,"['barang', 'bagus', 'aroma', 'bau', 'lem', 'sengat', 'bentuk', 'ukur', 'sesuai', 'lem', 'tau', 'kuat']",barang bagus aroma bau lem sengat bentuk ukur sesuai lem tau kuat
bentuk dan ukuran: pas aroma: nyaman daya tahan pakai: nyaman dipakai,"['bentuk', 'ukur', 'pas', 'aroma', 'nyaman', 'daya', 'tahan', 'pakai', 'nyaman', 'pakai']",bentuk ukur pas aroma nyaman daya tahan pakai nyaman pakai
untuk jangka 2 km mulai terasa panas untuk detail tidak seperti di vidio untuk bagian outsol (kasar) berpori pori cukup ringan sesuai harga lah,"['jangka', '2', 'km', 'panas', 'detail', 'vidio', 'outsol', 'kasar', 'pori', 'pori', 'ringan', 'sesuai', 'harga']",jangka 2 km panas detail vidio outsol kasar pori pori ringan sesuai harga
"shape and size: lumayan bagus color: pemilihan colour yang bkin saya paling tertarik, mskipun ada bbrpa goresan yang kurang rapi.. overall 8/10, harga bawa kualitas tapi melebihi ekspetasi utk harga segitu.. goodjob 👍","['shape', 'and', 'size', 'lumayan', 'bagus', 'color', 'pilih', 'colour', 'bkin', 'tarik', 'mskipun', 'bbrpa', 'gores', 'rapi', 'overall', '8 10', 'harga', 'bawa', 'kualitas', 'lebih', 'ekspetasi', 'utk', 'harga', 'segitu', 'goodjob', '']",shape and size lumayan bagus color pilih colour bkin tarik mskipun bbrpa gores rapi overall 8 10 harga bawa kualitas lebih ekspetasi utk harga segitu goodjob 
sengaja kasih bintang 5 walaupun sepatu nya cuma dtng sebelah tpi ini mungkin bkn kesalahan penjual karena ada bekas robekan di paket nya,"['sengaja', 'kasih', 'bintang', '5', 'sepatu', 'dtng', 'belah', 'tpi', 'bkn', 'salah', 'jual', 'bekas', 'robek', 'paket']",sengaja kasih bintang 5 sepatu dtng belah tpi bkn salah jual bekas robek paket
bentuk dan ukuran: pas daya tahan pakai: mntap,"['bentuk', 'ukur', 'pas', 'daya', 'tahan', 'pakai', 'mntap']",bentuk ukur pas daya tahan pakai mntap
"ada baret dikit, tapi tidak bakal keliatan lah","['baret', 'dikit', 'liat']",baret dikit liat
bahannya tebel&nyaman dipakai bentuk dan ukuran: uk 40cm warna: hitam+tosca,"['bahan', 'tebel nyaman', 'pakai', 'bentuk', 'ukur', 'uk', '40cm', 'warna', 'hitam tosca']",bahan tebel nyaman pakai bentuk ukur uk 40cm warna hitam tosca
bagus banget sepatu nya pas d kaki cocok buat olahraga dan jln2 jg bisa ringan banget kalau d pakai terimakasih next order lagi 😍🥰🙏🙏,"['bagus', 'banget', 'sepatu', 'pas', 'kaki', 'cocok', 'olahraga', 'jln2', 'jg', 'ringan', 'banget', 'pakai', 'terimakasih', 'next', 'order', '']",bagus banget sepatu pas kaki cocok olahraga jln2 jg ringan banget pakai terimakasih next order 
untuk barang nya sesuai sama di foto pass/nyaman di pakai ringan,"['barang', 'sesuai', 'foto', 'pass nyaman', 'pakai', 'ringan']",barang sesuai foto pass nyaman pakai ringan
bentuk dan ukuran: pas aroma: pekat sekali aroma ya daya tahan pakai: belum tau warna: cakep keren,"['bentuk', 'ukur', 'pas', 'aroma', 'pekat', 'aroma', 'daya', 'tahan', 'pakai', 'tau', 'warna', 'cakep', 'keren']",bentuk ukur pas aroma pekat aroma daya tahan pakai tau warna cakep keren
"lumayan lah dg hrg segitu ya... agak krg rapi see... ad bekas lemny di bgian pinggir "" ny.... 🙏","['lumayan', 'dg', 'hrg', 'segitu', 'ya', 'krg', 'rapi', 'see', 'ad', 'bekas', 'lemny', 'bgian', 'pinggir', '', 'ny', '']",lumayan dg hrg segitu ya krg rapi see ad bekas lemny bgian pinggir  ny 
"kualitas bagus diatas rata2 sudah dapat sama tas sepatu juga kaos kaki,, terimakasih 🥰🥰","['kualitas', 'bagus', 'atas', 'rata2', 'tas', 'sepatu', 'kaos', 'kaki', 'terimakasih', '']",kualitas bagus atas rata2 tas sepatu kaos kaki terimakasih 
"sepatunya mantap,enteng keren pkoknya bentuk dan ukuran: pas dan nyaman","['sepatu', 'mantap enteng', 'keren', 'pkoknya', 'bentuk', 'ukur', 'pas', 'nyaman']",sepatu mantap enteng keren pkoknya bentuk ukur pas nyaman
sepatunya bagus tahan air padai petir dan angin topan,"['sepatu', 'bagus', 'tahan', 'air', 'pada', 'petir', 'angin', 'topan']",sepatu bagus tahan air pada petir angin topan
bagus dan pas sesuai ukuran tolong cara pengemasan nya di tingkat kan,"['bagus', 'pas', 'sesuai', 'ukur', 'tolong', 'emas', 'tingkat']",bagus pas sesuai ukur tolong emas tingkat
barangnya bagus ukuran pas .tetap sehat buat yang punya toko,"['barang', 'bagus', 'ukur', 'pas', 'tetap', 'sehat', 'toko']",barang bagus ukur pas tetap sehat toko
bentuk dan ukuran: pas aroma: tajam daya tahan pakai: belum uji warna: sesuai,"['bentuk', 'ukur', 'pas', 'aroma', 'tajam', 'daya', 'tahan', 'pakai', 'uji', 'warna', 'sesuai']",bentuk ukur pas aroma tajam daya tahan pakai uji warna sesuai
barangnya bagus.pengirimannya juga cepat cuman 3 hari😁,"['barang', 'bagus kirim', 'cepat', 'cuman', '3', 'hari']",barang bagus kirim cepat cuman 3 hari
warna: sesuai pesanan bentuk dan ukuran: pas aroma: mantap daya tahan pakai: belum tau belum di coba pakai,"['warna', 'sesuai', 'pesan', 'bentuk', 'ukur', 'pas', 'aroma', 'mantap', 'daya', 'tahan', 'pakai', 'tau', 'coba', 'pakai']",warna sesuai pesan bentuk ukur pas aroma mantap daya tahan pakai tau coba pakai
di priksa lagi min masa tali 1 nya tidak ada bundelanya trus sama telapak nya agak becah becahh🙏🙏,"['priksa', 'min', 'tali', '1', 'bundelanya', 'trus', 'telapak', 'becah', 'becahh']",priksa min tali 1 bundelanya trus telapak becah becahh
sepatu nyah sangat bagus untuk harga segituu dan pengiriman nyah sangat cepat,"['sepatu', 'nyah', 'bagus', 'harga', 'segituu', 'kirim', 'nyah', 'cepat']",sepatu nyah bagus harga segituu kirim nyah cepat
produk nya bagus banget sesuai kita pesan juga,"['produk', 'bagus', 'banget', 'sesuai', 'pesan']",produk bagus banget sesuai pesan
"cukup ok untuk harga segitu, barang sesuai pesanan, empuk dan ringan,, ok next mau nyoba untuk lari dulu deh","['ok', 'harga', 'segitu', 'barang', 'sesuai', 'pesan', 'empuk', 'ringan', 'ok', 'next', 'nyoba', 'lari', 'deh']",ok harga segitu barang sesuai pesan empuk ringan ok next nyoba lari deh
"bagus sesuai pesanan, tokonyq fast respon...tapi ekspedisinya lambat kayak kura2 kita yang harus ngecek di kantor ekspedisi nya...","['bagus', 'sesuai', 'pesan', 'tokonyq', 'fast', 'respon tapi', 'ekspedisi', 'lambat', 'kayak', 'kura2', 'ngecek', 'kantor', 'ekspedisi', 'nya']",bagus sesuai pesan tokonyq fast respon tapi ekspedisi lambat kayak kura2 ngecek kantor ekspedisi nya
kualitas: bagus performa: bagus realpict lah pokoonya,"['kualitas', 'bagus', 'performa', 'bagus', 'realpict', 'pokoonya']",kualitas bagus performa bagus realpict pokoonya
bentuk dan ukuran: pas banget untuk aku badan 115kg besar kaki 42 warna: tepat banget pilihan,"['bentuk', 'ukur', 'pas', 'banget', 'badan', '115kg', 'kaki', '42', 'warna', 'banget', 'pilih']",bentuk ukur pas banget badan 115kg kaki 42 warna banget pilih
"pokoknya the best, klau mau bli spatu joging di sini saja aman kualitas bagus 👍peking rapih cepatt👍👍👍","['pokok', 'the', 'best', 'klau', 'bli', 'spatu', 'joging', 'aman', 'kualitas', 'bagus', 'peking', 'rapih', 'cepatt']",pokok the best klau bli spatu joging aman kualitas bagus peking rapih cepatt
baranya sd saya terima dan sangat bagus sesuai dengan amanah insya allah lebih banyak lagi pembeli,"['bara', 'sd', 'terima', 'bagus', 'sesuai', 'amanah', 'insya', 'allah', 'beli']",bara sd terima bagus sesuai amanah insya allah beli
"the best lah produk nya, recommended lah untuk yang lain yang lagi cari sepatu running,","['the', 'best', 'produk', 'nya', 'recommended', 'cari', 'sepatu', 'running']",the best produk nya recommended cari sepatu running
agak kekecilan jd harus pesen yang lbih bsr dri ukuran biasanya,"['kecil', 'jd', 'sen', 'lbih', 'bsr', 'dri', 'ukur']",kecil jd sen lbih bsr dri ukur
bagus sepatu nya ringan lagi ..mksh ya buat toko nya amanah trs laris manis makasih tiktok shop makasih jg buat mas kurir nya,"['bagus', 'sepatu', 'ringan', 'mksh', 'toko', 'amanah', 'trs', 'laris', 'manis', 'makasih', 'tiktok', 'shop', 'makasih', 'jg', 'mas', 'kurir']",bagus sepatu ringan mksh toko amanah trs laris manis makasih tiktok shop makasih jg mas kurir
"mantap bagus sepatunya sesuai yang diharapkan,buat lari enteng empuk","['mantap', 'bagus', 'sepatu', 'sesuai', 'harap buat', 'lari', 'enteng', 'empuk']",mantap bagus sepatu sesuai harap buat lari enteng empuk
enk dan nyaman di pakek trimakasih,"['enk', 'nyaman', 'pakek', 'trimakasih']",enk nyaman pakek trimakasih
"barang lumayan bagus sesuai dgn harga segitu ,kiriman tepat waktu ,warna sepatu sesuai dgn permintaan .👍","['barang', 'lumayan', 'bagus', 'sesuai', 'dgn', 'harga', 'segitu', 'kirim', 'waktu', 'warna', 'sepatu', 'sesuai', 'dgn', 'minta', '']",barang lumayan bagus sesuai dgn harga segitu kirim waktu warna sepatu sesuai dgn minta 
"cukup video yang menjelaskan,","['video', 'jelas']",video jelas
sesuai harga.. cuma bikin kesal saat order gaa bisa dicancel ( harus cancel saat di krm ) padahal mau order 3 lagi. jdi bisa 1x krm. eh mlah gaa bisa cancel,"['sesuai', 'harga', 'bikin', 'kesal', 'order', 'gaa', 'dicancel', '', 'cancel', 'krm', '', 'order', '3', 'lagi', 'jdi', '1x', 'krm', 'eh', 'mlah', 'gaa', 'cancel']",sesuai harga bikin kesal order gaa dicancel  cancel krm  order 3 lagi jdi 1x krm eh mlah gaa cancel
baguss sepatunya mantap kerenn,"['baguss', 'sepatu', 'mantap', 'kerenn']",baguss sepatu mantap kerenn
"bagus, sesuai gambar👍","['bagus', 'sesuai', 'gambar']",bagus sesuai gambar
kuliatas premium okelah dengan harga segitu,"['kuliatas', 'premium', 'oke', 'harga', 'segitu']",kuliatas premium oke harga segitu
"barang nya bagus dan sesuai, saya suka👍 terimakasih 🙏","['barang', 'bagus', 'sesuai', 'suka', 'terimakasih', '']",barang bagus sesuai suka terimakasih 
worth it banget pokonya apalagi bonusnya tidak kaleng kaleng,"['worth', 'it', 'banget', 'poko', 'bonus', 'kaleng', 'kaleng']",worth it banget poko bonus kaleng kaleng
terima kasih barang sesuai pesanan,"['terima', 'kasih', 'barang', 'sesuai', 'pesan']",terima kasih barang sesuai pesan
"bahannya bagus,empuk,ringan👍","['bahan', 'bagus empuk ringan']",bahan bagus empuk ringan
okeh mantap...real pict 👍👍👍👍,"['okeh', 'mantap real', 'pict', '']",okeh mantap real pict 
"alhamdulillah sudah di terima dengan baik, paket sesuai dengan pesanan tapi masih belum di coba, mudah2han awet dan tahan lama.. 🙏🏻","['alhamdulillah', 'terima', 'baik', 'paket', 'sesuai', 'pesan', 'coba', 'mudah2han', 'awet', 'tahan', 'lama', '']",alhamdulillah terima baik paket sesuai pesan coba mudah2han awet tahan lama 
ok good condition and nyaman dipakai,"['ok', 'good', 'condition', 'and', 'nyaman', 'pakai']",ok good condition and nyaman pakai
sepatu nya bagus dan kuat tidak berat,"['sepatu', 'bagus', 'kuat', 'berat']",sepatu bagus kuat berat
sepatu nya sudah nyampe cepet bangett kurir nya baik tokonya amanah🙏,"['sepatu', 'nyampe', 'cepet', 'bangett', 'kurir', 'toko', 'amanah']",sepatu nyampe cepet bangett kurir toko amanah
mantap sepatu nyaa nyaman di pake,"['mantap', 'sepatu', 'nyaa', 'nyaman', 'pake']",mantap sepatu nyaa nyaman pake
bagus tapi kebesaran,"['bagus', 'besar']",bagus besar
"barang nya sudah sampai, sesuai dengan gambar 👍","['barang', 'sampai', 'sesuai', 'gambar', '']",barang sampai sesuai gambar 
"keren sesuai dengan ekspektasi, mantap 👍","['keren', 'sesuai', 'ekspektasi', 'mantap', '']",keren sesuai ekspektasi mantap 
mantapla pokoknya sepatunya empuk barang sesuai yang di pesan,"['mantapla', 'pokok', 'sepatu', 'empuk', 'barang', 'sesuai', 'pesan']",mantapla pokok sepatu empuk barang sesuai pesan
bentuk dan ukuran: ehwhwjwjjsdj aroma: wuejdjjejddjjdsj daya tahan pakai: wushhdjsksks,"['bentuk', 'ukur', 'ehwhwjwjjsdj', 'aroma', 'wuejdjjejddjjdsj', 'daya', 'tahan', 'pakai', 'wushhdjsksks']",bentuk ukur ehwhwjwjjsdj aroma wuejdjjejddjjdsj daya tahan pakai wushhdjsksks
mantap dah 👍🏻 tokonya amanah maaf tfk sempat melampirkan foto,"['mantap', 'dah', '', 'toko', 'amanah', 'maaf', 'tfk', 'lampir', 'foto']",mantap dah  toko amanah maaf tfk lampir foto
mantap bosku sesuai pesenan jngn ragu untuk beli d toko ini.. kurir ramah,"['mantap', 'bos', 'sesuai', 'sen', 'jngn', 'ragu', 'beli', 'toko', 'ini', 'kurir', 'ramah']",mantap bos sesuai sen jngn ragu beli toko ini kurir ramah
"𝘉𝘢𝘳𝘢𝘯𝘨𝘯𝘺𝘢 𝘴𝘦𝘴𝘶𝘢𝘪 𝘥𝘦𝘯𝘨𝘢𝘯 𝘱𝘦𝘴𝘢𝘯𝘢𝘯, 𝘴𝘢𝘯𝘨𝘢𝘵 𝘮𝘦𝘮𝘶𝘢𝘴𝘬𝘢𝘯👍","['', '', '', '', '', '']",     
barangnya bagus dan size sesuai pesanan,"['barang', 'bagus', 'size', 'sesuai', 'pesan']",barang bagus size sesuai pesan
"terima kasih, barang bagus. saya mau pesan lagi","['terima', 'kasih', 'barang', 'bagus', 'pesan']",terima kasih barang bagus pesan
"keren, sepatu nya juga ringan, mantap","['keren', 'sepatu', 'ringan', 'mantap']",keren sepatu ringan mantap
m bentuk dan ukuran: mantap warna: oke,"['bentuk', 'ukur', 'mantap', 'warna', 'oke']",bentuk ukur mantap warna oke
cakep dan sesuai dengan harga nya,"['cakep', 'sesuai', 'harga']",cakep sesuai harga
sangat bgus untuk running,"['bgus', 'running']",bgus running
sesuai pesanan terimakasih hadiahnya kaos kaki 🙏🏻,"['sesuai', 'pesan', 'terimakasih', 'hadiah', 'kaos', 'kaki', '']",sesuai pesan terimakasih hadiah kaos kaki 
sangat bagus gesss,"['bagus', 'gesss']",bagus gesss
barang sesuai pesanan mantap lahh,"['barang', 'sesuai', 'pesan', 'mantap', 'lahh']",barang sesuai pesan mantap lahh
lebih dari yang di bayangkan.,['bayang'],bayang
"kerennnn sukaaaa, bagusssss makasihhhh","['kerennnn', 'sukaaaa', 'bagusssss', 'makasihhhh']",kerennnn sukaaaa bagusssss makasihhhh
saya suka barang sesuai dgn iklan trimhs,"['suka', 'barang', 'sesuai', 'dgn', 'iklan', 'trimhs']",suka barang sesuai dgn iklan trimhs
keren sepatunya. semoga tahan lama,"['keren', 'sepatu', 'moga', 'tahan']",keren sepatu moga tahan
barang bagus,"['barang', 'bagus']",barang bagus
"ok, suamiq suka wlw agk ngepas","['ok', 'suamiq', 'suka', 'wlw', 'agk', 'ngepas']",ok suamiq suka wlw agk ngepas
barang sudah diterima dan pengiriman tepat waktu,"['barang', 'terima', 'kirim', 'waktu']",barang terima kirim waktu
mantap sesuai pesanan..,"['mantap', 'sesuai', 'pesan']",mantap sesuai pesan
dengan harga segitu woth it banget!!,"['harga', 'segitu', 'woth', 'it', 'banget']",harga segitu woth it banget
"mantap, ukurannya juga cocok","['mantap', 'ukur', 'cocok']",mantap ukur cocok
"mantap, kurir ramah","['mantap', 'kurir', 'ramah']",mantap kurir ramah
biar bintang yang berbicara ❤️,"['biar', 'bintang', 'bicara', '']",biar bintang bicara 
nice bentuk dan ukuran: pas,"['nice', 'bentuk', 'ukur', 'pas']",nice bentuk ukur pas
bentuk dan ukuran: pas👌,"['bentuk', 'ukur', 'pas']",bentuk ukur pas
alhamdulilah sesai yang ada di vidio sukses ters,"['alhamdulilah', 'sesai', 'vidio', 'sukses', 'ters']",alhamdulilah sesai vidio sukses ters
"sesuai, pas, cepat","['sesuai', 'pas', 'cepat']",sesuai pas cepat
bagus. enak d.pakai. ringan,"['bagus', 'd pakai', 'ringan']",bagus d pakai ringan
bagus dan enak jugak di pakai,"['bagus', 'jugak', 'pakai']",bagus jugak pakai
bagus coo.,"['bagus', 'coo']",bagus coo
sesuai lahh mantappp,"['sesuai', 'lahh', 'mantappp']",sesuai lahh mantappp
bagus dan mpuk mantap,"['bagus', 'mpuk', 'mantap']",bagus mpuk mantap
bagus👍🏻,['bagus'],bagus
mantap sepatu nya👍,"['mantap', 'sepatu', 'nya']",mantap sepatu nya
barang bagus dan cepat sampai,"['barang', 'bagus', 'cepat']",barang bagus cepat
"paket sudah sampai, bagus","['paket', 'sampai', 'bagus']",paket sampai bagus
mantap sesuai harapan bng,"['mantap', 'sesuai', 'harap', 'bng']",mantap sesuai harap bng
sepatu nya sesuai ekspektasi,"['sepatu', 'sesuai', 'ekspektasi']",sepatu sesuai ekspektasi
barangnya bagus real pict,"['barang', 'bagus', 'real', 'pict']",barang bagus real pict
bagus banget barangnya,"['bagus', 'banget', 'barang']",bagus banget barang
barang bagus semoga awet,"['barang', 'bagus', 'moga', 'awet']",barang bagus moga awet
rel pick,"['rel', 'pick']",rel pick
